begin_day,year,month,cz_type,damage_property,event_type_debris flow,event_type_dense fog,event_type_flash flood,event_type_flood,event_type_hail,event_type_heavy rain,event_type_heavy snow,event_type_high surf,event_type_high wind,event_type_lightning,event_type_strong wind,event_type_thunderstorm wind,event_type_wildfire,event_type_winter storm,event_type_winter weather,begin_azimuth_ene,begin_azimuth_ese,begin_azimuth_n,begin_azimuth_ne,begin_azimuth_nne,begin_azimuth_nnw,begin_azimuth_nw,begin_azimuth_s,begin_azimuth_se,begin_azimuth_sse,begin_azimuth_ssw,begin_azimuth_sw,begin_azimuth_w,begin_azimuth_wnw,begin_azimuth_wsw,begin_hour_of_day,end_hour_of_day,time_of_day_evening,time_of_day_morning,day_of_week_monday,day_of_week_saturday,day_of_week_sunday,day_of_week_thursday,day_of_week_tuesday,day_of_week_wednesday,lat,lon,county_name,land_area,county_households,humidity,dew_point,wind_direction,wind_speed,air_pressure,precipitation,temperature,duration_hours,property_damage_per_capita,population_density,coast_distance
7,2020,12,Z,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0,0,1,0,0,0,0,0,33.6256,-117.455,Orange,793,1131625.0,0.1480952380952381,15.234285714285711,95.71428571428571,9.465551566666667,1016.2666666666667,0.0,68.17999999999999,20.0,3.1389940277499626e-07,4017.3190416141238,17.11268141461557
7,2020,12,Z,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0,0,1,0,0,0,0,0,33.6256,-117.455,Riverside,7209,850608.0,0.1480952380952381,15.234285714285711,95.71428571428571,9.465551566666667,1016.2666666666667,0.0,68.17999999999999,20.0,4.1271270697026366e-07,336.10667221528644,17.11268141461557
7,2020,12,Z,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0,0,1,0,0,0,0,0,33.6256,-117.455,San Diego,4210,1230332.0,0.1480952380952381,15.234285714285711,95.71428571428571,9.465551566666667,1016.2666666666667,0.0,68.17999999999999,20.0,3.034626913863329e-07,782.7311163895487,17.11268141461557
2,2020,12,Z,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,1,0,0,0,0,0,0,1,33.66,-116.6434,Riverside,7209,850608.0,0.13421052631578947,12.67368421052631,245.78947368421052,7.603618815789475,1024.005263157895,0.0,64.63684210526317,18.000000000000004,4.1271270697026366e-07,336.10667221528644,53.693173769333335
3,2020,12,Z,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,1,0,0,0,0,0,0,1,33.8486,-117.2412,Riverside,7209,850608.0,0.14145833333333335,3.6499999999999986,101.45833333333333,9.791771341666667,1022.05625,0.0,55.088750000000005,47.0,4.1271270697026366e-07,336.10667221528644,36.800284901349684
3,2020,12,Z,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,1,0,0,0,0,0,0,1,33.8486,-117.2412,San Bernardino,20068,732621.0,0.14145833333333335,3.6499999999999986,101.45833333333333,9.791771341666667,1022.05625,0.0,55.088750000000005,47.0,4.580031702979448e-07,108.79963125373729,36.800284901349684
2,2020,12,Z,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,1,0,0,0,0,0,0,1,33.0713,-116.5324,San Diego,4210,1230332.0,0.7029137583039907,36.54488034031039,170.33273633198536,8.73232136034264,1013.6383270659837,0.0,48.46658161973683,18.000000000000004,3.034626913863329e-07,782.7311163895487,43.34094480658035
2,2020,12,Z,1000000.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,1,0,0,0,0,0,0,1,33.0047,-116.9604,San Diego,4210,1230332.0,0.13625,12.327500000000004,75.83333333333333,15.927809966666665,1018.8875000000002,0.0,62.71249999999999,23.583333333333332,0.3034626913863329,782.7311163895487,18.23612227076084
2,2020,12,Z,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,0,0,0,0,0,0,0,1,33.7185,-115.2342,Riverside,7209,850608.0,0.7029137583039907,36.54488034031039,170.33273633198536,8.73232136034264,1013.6383270659837,0.0,48.46658161973683,20.0,4.1271270697026366e-07,336.10667221528644,127.5894450401268
2,2020,12,Z,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,1,0,0,0,0,0,0,1,33.6256,-117.455,Orange,793,1131625.0,0.12866666666666668,12.475999999999999,87.14285714285714,14.158382071428571,1020.2500000000001,0.0,65.13199999999999,14.766666666666667,3.1389940277499626e-07,4017.3190416141238,17.11268141461557
2,2020,12,Z,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,1,0,0,0,0,0,0,1,33.6256,-117.455,Riverside,7209,850608.0,0.12866666666666668,12.475999999999999,87.14285714285714,14.158382071428571,1020.2500000000001,0.0,65.13199999999999,14.766666666666667,4.1271270697026366e-07,336.10667221528644,17.11268141461557
2,2020,12,Z,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,1,0,0,0,0,0,0,1,33.6256,-117.455,San Diego,4210,1230332.0,0.12866666666666668,12.475999999999999,87.14285714285714,14.158382071428571,1020.2500000000001,0.0,65.13199999999999,14.766666666666667,3.034626913863329e-07,782.7311163895487,17.11268141461557
10,2021,1,Z,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,1,0,0,1,0,0,0,41.0243,-124.0956,Humboldt,3568,62446.0,0.7029137583039907,36.54488034031039,170.33273633198536,8.73232136034264,1013.6383270659837,0.0,48.46658161973683,0.0,7.41306330014752e-06,37.807455156950674,480.60373198412697
27,2021,1,Z,1.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,0,0,0,0,0,0,1,0,41.0243,-124.0956,Del Norte,1006,11146.0,0.8042,37.828399999999995,142.2,13.125841004000002,1002.3699999999997,45.89999999999999,43.606399999999994,49.0,3.625290023201856e-05,27.41948310139165,480.60373198412697
26,2021,1,Z,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,0,1,0,41.0243,-124.0956,Del Norte,1006,11146.0,0.7495652173913043,33.84695652173913,141.7391304347826,17.103912178260867,1002.6347826086954,12.5,41.406956521739126,22.0,3.625290023201856e-05,27.41948310139165,480.60373198412697
26,2021,1,Z,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,1,0,39.7603,-123.1396,Mendocino,3507,41552.0,0.7029137583039907,36.54488034031039,170.33273633198536,8.73232136034264,1013.6383270659837,0.0,48.46658161973683,18.000000000000004,1.0950383810952574e-05,26.03963501568292,380.51076776265535
26,2021,1,Z,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,0,0,0,0,0,0,1,0,41.0243,-124.0956,Humboldt,3568,62446.0,0.65,31.145,146.25,21.111079725,1004.5875,1.0,42.17,7.0,7.41306330014752e-06,37.807455156950674,480.60373198412697
27,2021,1,Z,6000.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,0,1,0,0,0,0,1,0,41.0243,-124.0956,Humboldt,3568,62446.0,0.81,37.467924528301886,141.1320754716981,12.73458830566038,1002.9679245283016,45.89999999999999,43.06150943396226,52.0,0.04447837980088512,37.807455156950674,480.60373198412697
26,2021,1,Z,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,40.7088,-123.111,Trinity,3179,8137.0,0.73,22.044615384615383,129.15384615384616,4.818015138461538,1011.4615384615385,4.300000000000001,30.324615384615385,12.25,6.218132073125233e-05,5.0588235294117645,441.45871242368514
26,2021,1,Z,12000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,1,0,0,0,0,1,0,39.6359,-123.4371,Mendocino,3507,41552.0,0.7029137583039907,36.54488034031039,170.33273633198536,8.73232136034264,1013.6383270659837,0.0,48.46658161973683,24.0,0.1314046057314309,26.03963501568292,378.9314538499003
26,2021,1,Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0,0,1,0,39.0904,-123.1953,Mendocino,3507,41552.0,0.843,27.05,16.0,0.6959355199999999,1013.2699999999999,0.4,31.298000000000002,9.083333333333334,1.0950383810952574e-05,26.03963501568292,339.3257355005079
26,2021,1,Z,1.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,1,0,0,1,0,0,0,41.0243,-124.0956,Humboldt,3568,62446.0,0.8454285714285714,35.49714285714286,119.81428571428572,8.293527504285713,1010.9628571428575,25.1,40.00485714285715,69.50000000000001,7.41306330014752e-06,37.807455156950674,480.60373198412697
26,2021,1,Z,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,0,0,0,0,0,0,1,0,38.9779,-122.7022,Lake,1255,34273.0,0.7029137583039907,36.54488034031039,170.33273633198536,8.73232136034264,1013.6383270659837,0.0,48.46658161973683,20.25,1.4567703401558745e-05,54.69721115537848,321.63885163484713
26,2021,1,Z,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,0,0,0,0,0,0,1,0,40.7088,-123.111,Trinity,3179,8137.0,0.8165625,25.44125,113.875,4.635039303125001,1007.0750000000002,38.0,30.745625,31.8,6.218132073125233e-05,5.0588235294117645,441.45871242368514
26,2021,1,Z,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,0,0,0,0,0,0,1,0,41.0243,-124.0956,Humboldt,3568,62446.0,0.765,30.47,135.0,10.314758600000001,1010.575,0.0,37.265,3.5833333333333335,7.41306330014752e-06,37.807455156950674,480.60373198412697
26,2021,1,Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,0,1,0,0,0,0,1,0,39.1561,-123.4915,Mendocino,3507,41552.0,0.8689285714285714,31.196428571428573,90.71428571428571,4.942118632142858,1007.7928571428569,34.5,34.73857142857143,27.35,1.0950383810952574e-05,26.03963501568292,350.4912671355859
6,2020,4,Z,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,38.9481,-119.9683,Alpine,738,1541.0,0.9157142857142857,26.40714285714286,100.0,3.559568157142857,1002.6615384615385,13.599999999999998,28.56714285714286,13.0,0.0008298755186721991,1.632791327913279,300.73336894754556
6,2020,4,Z,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,38.9481,-119.9683,El Dorado,1708,93601.0,0.9157142857142857,26.40714285714286,100.0,3.559568157142857,1002.6615384615385,13.599999999999998,28.56714285714286,13.0,5.228894873068577e-06,111.97014051522248,300.73336894754556
6,2020,4,Z,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,38.9481,-119.9683,Nevada,958,53673.0,0.9157142857142857,26.40714285714286,100.0,3.559568157142857,1002.6615384615385,13.599999999999998,28.56714285714286,13.0,9.778516599031927e-06,106.74843423799582,300.73336894754556
6,2020,4,Z,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,38.9481,-119.9683,Placer,1407,172852.0,0.9157142857142857,26.40714285714286,100.0,3.559568157142857,1002.6615384615385,13.599999999999998,28.56714285714286,13.0,2.463497131257591e-06,288.50533049040513,300.73336894754556
6,2020,4,Z,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,40.466,-120.5471,Lassen,4541,12217.0,0.8114285714285714,30.11,199.23076923076923,4.70808026923077,1013.6383270659837,0.0,35.6,13.0,3.094538140182578e-05,7.1162739484695,403.403757439978
6,2020,4,Z,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,40.466,-120.5471,Plumas,2553,15403.0,0.8114285714285714,30.11,199.23076923076923,4.70808026923077,1013.6383270659837,0.0,35.6,13.0,5.064316823660488e-05,7.73443008225617,403.403757439978
6,2020,4,Z,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,40.466,-120.5471,Sierra,953,2128.0,0.8114285714285714,30.11,199.23076923076923,4.70808026923077,1013.6383270659837,0.0,35.6,13.0,0.000310077519379845,3.3840503672612803,403.403757439978
6,2020,4,Z,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,37.939,-118.8867,Mono,3049,13602.0,0.7029137583039907,36.54488034031039,170.33273633198536,8.73232136034264,1013.6383270659837,0.0,48.46658161973683,13.0,7.559721802237678e-05,4.338471630042637,246.41725345988988
20,2020,12,Z,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,1,0,0,0,1,0,0,0,38.6268,-121.5625,Amador,595,18822.0,0.8633333333333333,39.949999999999996,90.0,1.5120027666666667,1022.8416666666667,0.0,43.925000000000004,12.4,2.4676125848241827e-05,68.10924369747899,281.07957238514336
20,2020,12,Z,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,1,0,0,0,1,0,0,0,38.6268,-121.5625,El Dorado,1708,93601.0,0.8633333333333333,39.949999999999996,90.0,1.5120027666666667,1022.8416666666667,0.0,43.925000000000004,12.4,5.228894873068577e-06,111.97014051522248,281.07957238514336
20,2020,12,Z,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,1,0,0,0,1,0,0,0,38.6268,-121.5625,Placer,1407,172852.0,0.8633333333333333,39.949999999999996,90.0,1.5120027666666667,1022.8416666666667,0.0,43.925000000000004,12.4,2.463497131257591e-06,288.50533049040513,281.07957238514336
20,2020,12,Z,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,1,0,0,0,1,0,0,0,38.6268,-121.5625,Sacramento,965,588701.0,0.8633333333333333,39.949999999999996,90.0,1.5120027666666667,1022.8416666666667,0.0,43.925000000000004,12.4,6.302920899603294e-07,1644.1098445595856,281.07957238514336
20,2020,12,Z,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,1,0,0,0,1,0,0,0,38.6268,-121.5625,Solano,822,162494.0,0.8633333333333333,39.949999999999996,90.0,1.5120027666666667,1022.8416666666667,0.0,43.925000000000004,12.4,2.2088561880001677e-06,550.7579075425791,281.07957238514336
20,2020,12,Z,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,1,0,0,0,1,0,0,0,38.6268,-121.5625,Sutter,603,34523.0,0.8633333333333333,39.949999999999996,90.0,1.5120027666666667,1022.8416666666667,0.0,43.925000000000004,12.4,1.005237286261422e-05,164.97346600331676,281.07957238514336
20,2020,12,Z,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,1,0,0,0,1,0,0,0,38.6268,-121.5625,Yolo,1013,80363.0,0.8633333333333333,39.949999999999996,90.0,1.5120027666666667,1022.8416666666667,0.0,43.925000000000004,12.4,4.623400881220208e-06,213.51530108588352,281.07957238514336
13,2020,12,Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,1,0,0,1,0,0,0,38.7829,-120.3423,Alpine,738,1541.0,0.7995454545454546,27.074545454545454,130.95238095238096,7.905533768181817,1019.345,12.8,32.769090909090906,21.0,0.0008298755186721991,1.632791327913279,287.523122628065
13,2020,12,Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,1,0,0,1,0,0,0,38.7829,-120.3423,Amador,595,18822.0,0.7995454545454546,27.074545454545454,130.95238095238096,7.905533768181817,1019.345,12.8,32.769090909090906,21.0,2.4676125848241827e-05,68.10924369747899,287.523122628065
13,2020,12,Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,1,0,0,1,0,0,0,38.7829,-120.3423,Calaveras,1020,27437.0,0.7995454545454546,27.074545454545454,130.95238095238096,7.905533768181817,1019.345,12.8,32.769090909090906,21.0,2.205168915938961e-05,44.45882352941177,287.523122628065
13,2020,12,Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,1,0,0,1,0,0,0,38.7829,-120.3423,El Dorado,1708,93601.0,0.7995454545454546,27.074545454545454,130.95238095238096,7.905533768181817,1019.345,12.8,32.769090909090906,21.0,5.228894873068577e-06,111.97014051522248,287.523122628065
13,2020,12,Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,1,0,0,1,0,0,0,38.7829,-120.3423,Nevada,958,53673.0,0.7995454545454546,27.074545454545454,130.95238095238096,7.905533768181817,1019.345,12.8,32.769090909090906,21.0,9.778516599031927e-06,106.74843423799582,287.523122628065
13,2020,12,Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,1,0,0,1,0,0,0,38.7829,-120.3423,Placer,1407,172852.0,0.7995454545454546,27.074545454545454,130.95238095238096,7.905533768181817,1019.345,12.8,32.769090909090906,21.0,2.463497131257591e-06,288.50533049040513,287.523122628065
13,2020,12,Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,1,0,0,1,0,0,0,38.7829,-120.3423,Sierra,953,2128.0,0.7995454545454546,27.074545454545454,130.95238095238096,7.905533768181817,1019.345,12.8,32.769090909090906,21.0,0.000310077519379845,3.3840503672612803,287.523122628065
13,2020,12,Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,1,0,0,1,0,0,0,38.7829,-120.3423,Tuolumne,2221,31431.0,0.7995454545454546,27.074545454545454,130.95238095238096,7.905533768181817,1019.345,12.8,32.769090909090906,21.0,1.8057386373896243e-05,24.934263845114813,287.523122628065
13,2020,12,Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,1,0,0,1,0,0,0,38.7829,-120.3423,Yuba,632,29561.0,0.7995454545454546,27.074545454545454,130.95238095238096,7.905533768181817,1019.345,12.8,32.769090909090906,21.0,1.2201371434149199e-05,129.68037974683546,287.523122628065
16,2020,12,Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,1,0,0,0,0,0,0,1,40.1971,-121.3501,Butte,1636,90305.0,0.7029137583039907,36.54488034031039,170.33273633198536,8.73232136034264,1013.6383270659837,0.0,48.46658161973683,13.0,4.758483185899662e-06,128.4541564792176,386.8140068352287
16,2020,12,Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,1,0,0,0,0,0,0,1,40.1971,-121.3501,Lassen,4541,12217.0,0.7029137583039907,36.54488034031039,170.33273633198536,8.73232136034264,1013.6383270659837,0.0,48.46658161973683,13.0,3.094538140182578e-05,7.1162739484695,386.8140068352287
16,2020,12,Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,1,0,0,0,0,0,0,1,40.1971,-121.3501,Plumas,2553,15403.0,0.7029137583039907,36.54488034031039,170.33273633198536,8.73232136034264,1013.6383270659837,0.0,48.46658161973683,13.0,5.064316823660488e-05,7.73443008225617,386.8140068352287
16,2020,12,Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,1,0,0,0,0,0,0,1,40.1971,-121.3501,Shasta,3776,79430.0,0.7029137583039907,36.54488034031039,170.33273633198536,8.73232136034264,1013.6383270659837,0.0,48.46658161973683,13.0,5.494445115987737e-06,48.199682203389834,386.8140068352287
16,2020,12,Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,1,0,0,0,0,0,0,1,40.1971,-121.3501,Tehama,2949,27352.0,0.7029137583039907,36.54488034031039,170.33273633198536,8.73232136034264,1013.6383270659837,0.0,48.46658161973683,13.0,1.522371245451916e-05,22.274330281451338,386.8140068352287
16,2020,12,Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,1,0,0,0,0,0,0,1,38.7829,-120.3423,Alpine,738,1541.0,0.4707142857142857,22.267142857142858,149.28571428571428,9.515853028571428,1017.0142857142857,0.0,41.93857142857143,13.0,0.0008298755186721991,1.632791327913279,287.523122628065
16,2020,12,Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,1,0,0,0,0,0,0,1,38.7829,-120.3423,Amador,595,18822.0,0.4707142857142857,22.267142857142858,149.28571428571428,9.515853028571428,1017.0142857142857,0.0,41.93857142857143,13.0,2.4676125848241827e-05,68.10924369747899,287.523122628065
16,2020,12,Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,1,0,0,0,0,0,0,1,38.7829,-120.3423,Calaveras,1020,27437.0,0.4707142857142857,22.267142857142858,149.28571428571428,9.515853028571428,1017.0142857142857,0.0,41.93857142857143,13.0,2.205168915938961e-05,44.45882352941177,287.523122628065
16,2020,12,Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,1,0,0,0,0,0,0,1,38.7829,-120.3423,El Dorado,1708,93601.0,0.4707142857142857,22.267142857142858,149.28571428571428,9.515853028571428,1017.0142857142857,0.0,41.93857142857143,13.0,5.228894873068577e-06,111.97014051522248,287.523122628065
16,2020,12,Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,1,0,0,0,0,0,0,1,38.7829,-120.3423,Nevada,958,53673.0,0.4707142857142857,22.267142857142858,149.28571428571428,9.515853028571428,1017.0142857142857,0.0,41.93857142857143,13.0,9.778516599031927e-06,106.74843423799582,287.523122628065
16,2020,12,Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,1,0,0,0,0,0,0,1,38.7829,-120.3423,Placer,1407,172852.0,0.4707142857142857,22.267142857142858,149.28571428571428,9.515853028571428,1017.0142857142857,0.0,41.93857142857143,13.0,2.463497131257591e-06,288.50533049040513,287.523122628065
16,2020,12,Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,1,0,0,0,0,0,0,1,38.7829,-120.3423,Sierra,953,2128.0,0.4707142857142857,22.267142857142858,149.28571428571428,9.515853028571428,1017.0142857142857,0.0,41.93857142857143,13.0,0.000310077519379845,3.3840503672612803,287.523122628065
16,2020,12,Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,1,0,0,0,0,0,0,1,38.7829,-120.3423,Tuolumne,2221,31431.0,0.4707142857142857,22.267142857142858,149.28571428571428,9.515853028571428,1017.0142857142857,0.0,41.93857142857143,13.0,1.8057386373896243e-05,24.934263845114813,287.523122628065
16,2020,12,Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,1,0,0,0,0,0,0,1,38.7829,-120.3423,Yuba,632,29561.0,0.4707142857142857,22.267142857142858,149.28571428571428,9.515853028571428,1017.0142857142857,0.0,41.93857142857143,13.0,1.2201371434149199e-05,129.68037974683546,287.523122628065
18,2020,12,Z,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,1,0,0,0,33.8486,-117.2412,Riverside,7209,850608.0,0.38087719298245615,22.39684210526316,100.70175438596492,3.7075136333333316,1019.174561403509,0.0,51.14157894736843,113.33333333333333,4.1271270697026366e-07,336.10667221528644,36.800284901349684
18,2020,12,Z,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,1,0,0,0,33.8486,-117.2412,San Bernardino,20068,732621.0,0.38087719298245615,22.39684210526316,100.70175438596492,3.7075136333333316,1019.174561403509,0.0,51.14157894736843,113.33333333333333,4.580031702979448e-07,108.79963125373729,36.800284901349684
15,2020,12,Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,1,0,32.9783,-117.2367,San Diego,4210,1230332.0,0.8075,44.69,51.25,3.20006065,1019.1875,0.0,50.3825,7.0,3.034626913863329e-07,782.7311163895487,2.4452958566052696
