begin_day,year,month,cz_type,damage_property,event_type_debris flow,event_type_dense fog,event_type_flash flood,event_type_flood,event_type_hail,event_type_heavy rain,event_type_heavy snow,event_type_high surf,event_type_high wind,event_type_lightning,event_type_strong wind,event_type_thunderstorm wind,event_type_wildfire,event_type_winter storm,event_type_winter weather,begin_azimuth_ene,begin_azimuth_ese,begin_azimuth_n,begin_azimuth_ne,begin_azimuth_nne,begin_azimuth_nnw,begin_azimuth_nw,begin_azimuth_s,begin_azimuth_se,begin_azimuth_sse,begin_azimuth_ssw,begin_azimuth_sw,begin_azimuth_w,begin_azimuth_wnw,begin_azimuth_wsw,begin_hour_of_day,end_hour_of_day,time_of_day_evening,time_of_day_morning,day_of_week_monday,day_of_week_saturday,day_of_week_sunday,day_of_week_thursday,day_of_week_tuesday,day_of_week_wednesday,lat,lon,county_name,land_area,county_households,humidity,dew_point,wind_direction,wind_speed,air_pressure,precipitation,temperature,duration_hours,property_damage_per_capita,population_density,coast_distance
12,2018,4,C,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,12,0,0,0,0,0,1,0,0,38.7829,-120.3423,Calaveras,1020,28063.0,0.7029137583039907,36.54488034031039,170.33273633198536,8.73232136034264,1013.6383270659837,0.0,48.46658161973683,0.08333333333333333,2.1882795745984508e-05,44.80196078431373,287.523122628065
12,2018,4,C,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,12,0,0,0,0,0,1,0,0,38.7829,-120.3423,El Dorado,1708,91119.0,0.7029137583039907,36.54488034031039,170.33273633198536,8.73232136034264,1013.6383270659837,0.0,48.46658161973683,0.08333333333333333,5.2425738940790374e-06,111.67798594847775,287.523122628065
12,2018,4,C,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,12,0,0,0,0,0,1,0,0,38.7829,-120.3423,Nevada,958,54266.0,0.7029137583039907,36.54488034031039,170.33273633198536,8.73232136034264,1013.6383270659837,0.0,48.46658161973683,0.08333333333333333,1.0049443260843349e-05,103.8705636743215,287.523122628065
12,2018,4,C,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,12,0,0,0,0,0,1,0,0,38.7829,-120.3423,Placer,1407,167085.0,0.7029137583039907,36.54488034031039,170.33273633198536,8.73232136034264,1013.6383270659837,0.0,48.46658161973683,0.08333333333333333,2.548874671832386e-06,278.8415067519545,287.523122628065
12,2018,4,C,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,12,0,0,0,0,0,1,0,0,38.7829,-120.3423,Sierra,953,2361.0,0.7029137583039907,36.54488034031039,170.33273633198536,8.73232136034264,1013.6383270659837,0.0,48.46658161973683,0.08333333333333333,0.000333667000333667,3.1448058761804827,287.523122628065
12,2018,4,C,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,12,0,0,0,0,0,1,0,0,38.7829,-120.3423,Tuolumne,2221,31613.0,0.7029137583039907,36.54488034031039,170.33273633198536,8.73232136034264,1013.6383270659837,0.0,48.46658161973683,0.08333333333333333,1.838674683288286e-05,24.487618190004504,287.523122628065
12,2018,4,C,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,12,0,0,0,0,0,1,0,0,38.7829,-120.3423,Yuba,632,28667.0,0.7029137583039907,36.54488034031039,170.33273633198536,8.73232136034264,1013.6383270659837,0.0,48.46658161973683,0.08333333333333333,1.2893742666683859e-05,122.71677215189874,287.523122628065
16,2018,4,C,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,1,1,0,0,0,0,0,40.9299,-122.2247,Shasta,3776,79192.0,0.7029137583039907,36.54488034031039,170.33273633198536,8.73232136034264,1013.6383270659837,0.0,48.46658161973683,4.816666666666666,5.564551580610876e-06,47.592425847457626,444.0258012360614
16,2018,4,C,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0,1,1,0,0,0,0,0,41.5611,-120.7585,Modoc,3948,5266.0,0.89,26.735,256.0,2.57868965,1009.0500000000001,1.0,29.5925,7.916666666666667,0.00011363636363636364,2.2289766970618032,479.09695907678963
16,2018,4,C,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,1,0,0,0,0,0,33.382,-118.4331,Los Angeles,4060,3561369.0,0.7029137583039907,36.54488034031039,170.33273633198536,8.73232136034264,1013.6383270659837,0.0,48.46658161973683,0.08333333333333333,9.926636202481938e-08,2481.2576354679804,23.64889146833712
22,2018,3,Z,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,1,0,0,0,1,0,0,34.5427,-117.0143,San Bernardino,20068,725898.0,0.7029137583039907,36.54488034031039,170.33273633198536,8.73232136034264,1013.6383270659837,0.0,48.46658161973683,1.0,4.6152007173868e-07,107.9705501295595,82.13757250240201
22,2018,3,C,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,11,0,1,0,0,0,1,0,0,40.466,-120.5471,Lassen,4541,12775.0,0.87,39.2,170.33273633198536,0.0,1013.6383270659837,0.0,42.8,0.0,3.266052648768698e-05,6.742567716362035,403.403757439978
22,2018,3,C,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,11,0,1,0,0,0,1,0,0,40.466,-120.5471,Plumas,2553,15870.0,0.87,39.2,170.33273633198536,0.0,1013.6383270659837,0.0,42.8,0.0,5.335894562723441e-05,7.340775558166863,403.403757439978
22,2018,3,C,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,11,0,1,0,0,0,1,0,0,40.466,-120.5471,Sierra,953,2361.0,0.87,39.2,170.33273633198536,0.0,1013.6383270659837,0.0,42.8,0.0,0.000333667000333667,3.1448058761804827,403.403757439978
22,2018,3,Z,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,1,0,0,0,1,0,0,34.2304,-117.0957,San Bernardino,20068,725898.0,0.7029137583039907,36.54488034031039,170.33273633198536,8.73232136034264,1013.6383270659837,0.0,48.46658161973683,1.0,4.6152007173868e-07,107.9705501295595,62.220361317112314
1,2018,3,Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,0,0,0,0,0,1,0,0,33.66,-116.6434,Riverside,7209,847661.0,0.375,34.07,210.0,4.660282499999999,1020.8999999999999,0.0,61.0925,7.0,4.0886601419828123e-07,339.2688306283812,53.693173769333335
3,2018,3,Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,0,1,0,1,0,0,0,0,33.8486,-117.2412,Riverside,7209,847661.0,0.8684615384615384,47.36923076923077,183.33333333333334,5.6688154307692304,1016.8076923076923,2.3,51.84153846153846,12.0,4.0886601419828123e-07,339.2688306283812,36.800284901349684
3,2018,3,Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,0,1,0,1,0,0,0,0,33.8486,-117.2412,San Bernardino,20068,725898.0,0.8684615384615384,47.36923076923077,183.33333333333334,5.6688154307692304,1016.8076923076923,2.3,51.84153846153846,12.0,4.6152007173868e-07,107.9705501295595,36.800284901349684
1,2018,3,Z,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,38.9481,-119.9683,Alpine,738,1778.0,0.775357142857143,21.57285714285714,195.35714285714286,14.915123182142853,1008.3782608695649,15.6,27.969285714285714,55.0,0.0009182736455463728,1.475609756097561,300.73336894754556
1,2018,3,Z,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,38.9481,-119.9683,El Dorado,1708,91119.0,0.775357142857143,21.57285714285714,195.35714285714286,14.915123182142853,1008.3782608695649,15.6,27.969285714285714,55.0,5.2425738940790374e-06,111.67798594847775,300.73336894754556
1,2018,3,Z,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,38.9481,-119.9683,Nevada,958,54266.0,0.775357142857143,21.57285714285714,195.35714285714286,14.915123182142853,1008.3782608695649,15.6,27.969285714285714,55.0,1.0049443260843349e-05,103.8705636743215,300.73336894754556
1,2018,3,Z,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,38.9481,-119.9683,Placer,1407,167085.0,0.775357142857143,21.57285714285714,195.35714285714286,14.915123182142853,1008.3782608695649,15.6,27.969285714285714,55.0,2.548874671832386e-06,278.8415067519545,300.73336894754556
1,2018,3,Z,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,40.466,-120.5471,Lassen,4541,12775.0,0.7645614035087719,25.939999999999998,242.9268292682927,5.8216813872727275,1013.6383270659837,0.0,33.04210526315789,57.0,3.266052648768698e-05,6.742567716362035,403.403757439978
1,2018,3,Z,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,40.466,-120.5471,Plumas,2553,15870.0,0.7645614035087719,25.939999999999998,242.9268292682927,5.8216813872727275,1013.6383270659837,0.0,33.04210526315789,57.0,5.335894562723441e-05,7.340775558166863,403.403757439978
1,2018,3,Z,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,40.466,-120.5471,Sierra,953,2361.0,0.7645614035087719,25.939999999999998,242.9268292682927,5.8216813872727275,1013.6383270659837,0.0,33.04210526315789,57.0,0.000333667000333667,3.1448058761804827,403.403757439978
1,2018,3,Z,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,37.939,-118.8867,Mono,3049,14134.0,0.7029137583039907,36.54488034031039,170.33273633198536,8.73232136034264,1013.6383270659837,0.0,48.46658161973683,57.81666666666667,6.942997986530584e-05,4.723843883240407,246.41725345988988
21,2018,3,C,200000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,9,0,1,0,0,0,0,0,1,38.6268,-121.5625,Amador,595,18452.0,0.9573076923076923,56.81923076923078,174.23076923076923,11.942272642307692,1009.4576923076921,39.699999999999996,58.113846153846154,25.616666666666667,5.0754980332445125,66.22689075630252,281.07957238514336
21,2018,3,C,200000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,9,0,1,0,0,0,0,0,1,38.6268,-121.5625,El Dorado,1708,91119.0,0.9573076923076923,56.81923076923078,174.23076923076923,11.942272642307692,1009.4576923076921,39.699999999999996,58.113846153846154,25.616666666666667,1.0485147788158073,111.67798594847775,281.07957238514336
21,2018,3,C,200000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,9,0,1,0,0,0,0,0,1,38.6268,-121.5625,Placer,1407,167085.0,0.9573076923076923,56.81923076923078,174.23076923076923,11.942272642307692,1009.4576923076921,39.699999999999996,58.113846153846154,25.616666666666667,0.5097749343664773,278.8415067519545,281.07957238514336
21,2018,3,C,200000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,9,0,1,0,0,0,0,0,1,38.6268,-121.5625,Sacramento,965,574375.0,0.9573076923076923,56.81923076923078,174.23076923076923,11.942272642307692,1009.4576923076921,39.699999999999996,58.113846153846154,25.616666666666667,0.12997596744361967,1594.5554404145078,281.07957238514336
21,2018,3,C,200000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,9,0,1,0,0,0,0,0,1,38.6268,-121.5625,Solano,822,158818.0,0.9573076923076923,56.81923076923078,174.23076923076923,11.942272642307692,1009.4576923076921,39.699999999999996,58.113846153846154,25.616666666666667,0.44870716248808123,542.2445255474453,281.07957238514336
21,2018,3,C,200000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,9,0,1,0,0,0,0,0,1,38.6268,-121.5625,Sutter,603,34484.0,0.9573076923076923,56.81923076923078,174.23076923076923,11.942272642307692,1009.4576923076921,39.699999999999996,58.113846153846154,25.616666666666667,2.075808527421431,159.7810945273632,281.07957238514336
21,2018,3,C,200000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,9,0,1,0,0,0,0,0,1,38.6268,-121.5625,Yolo,1013,78496.0,0.9573076923076923,56.81923076923078,174.23076923076923,11.942272642307692,1009.4576923076921,39.699999999999996,58.113846153846154,25.616666666666667,0.9086035671776047,217.29318854886475,281.07957238514336
21,2018,3,C,100000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,1,0,0,0,0,0,1,33.6256,-117.455,Orange,793,1110839.0,0.6164000000000001,46.2488,193.33333333333334,2.768207805,1016.97,0.0,60.598400000000005,24.0,0.031486413769890365,4005.010088272383,17.11268141461557
21,2018,3,C,100000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,1,0,0,0,0,0,1,33.6256,-117.455,Riverside,7209,847661.0,0.6164000000000001,46.2488,193.33333333333334,2.768207805,1016.97,0.0,60.598400000000005,24.0,0.04088660141982812,339.2688306283812,17.11268141461557
21,2018,3,C,100000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,1,0,0,0,0,0,1,33.6256,-117.455,San Diego,4210,1224237.0,0.6164000000000001,46.2488,193.33333333333334,2.768207805,1016.97,0.0,60.598400000000005,24.0,0.029995251751647713,791.890973871734,17.11268141461557
21,2018,3,Z,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,1,40.2198,-122.2949,Shasta,3776,79192.0,0.7029137583039907,36.54488034031039,170.33273633198536,8.73232136034264,1013.6383270659837,0.0,48.46658161973683,0.0,5.564551580610876e-06,47.592425847457626,396.98992974025106
21,2018,3,Z,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,1,40.2198,-122.2949,Tehama,2949,27681.0,0.7029137583039907,36.54488034031039,170.33273633198536,8.73232136034264,1013.6383270659837,0.0,48.46658161973683,0.0,1.5620606704364397e-05,21.70837572058325,396.98992974025106
21,2018,3,C,10000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,1,0,0,0,0,0,1,38.6192,-120.7698,Amador,595,18452.0,0.9976923076923078,52.08384615384615,163.84615384615384,14.086002592307691,1013.6383270659837,27.7,52.146153846153844,25.133333333333333,0.2537749016622256,66.22689075630252,275.87636774153907
21,2018,3,C,10000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,1,0,0,0,0,0,1,38.6192,-120.7698,Calaveras,1020,28063.0,0.9976923076923078,52.08384615384615,163.84615384615384,14.086002592307691,1013.6383270659837,27.7,52.146153846153844,25.133333333333333,0.21882795745984507,44.80196078431373,275.87636774153907
21,2018,3,C,10000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,1,0,0,0,0,0,1,38.6192,-120.7698,El Dorado,1708,91119.0,0.9976923076923078,52.08384615384615,163.84615384615384,14.086002592307691,1013.6383270659837,27.7,52.146153846153844,25.133333333333333,0.05242573894079037,111.67798594847775,275.87636774153907
21,2018,3,C,10000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,1,0,0,0,0,0,1,38.6192,-120.7698,Nevada,958,54266.0,0.9976923076923078,52.08384615384615,163.84615384615384,14.086002592307691,1013.6383270659837,27.7,52.146153846153844,25.133333333333333,0.10049443260843349,103.8705636743215,275.87636774153907
21,2018,3,C,10000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,1,0,0,0,0,0,1,38.6192,-120.7698,Placer,1407,167085.0,0.9976923076923078,52.08384615384615,163.84615384615384,14.086002592307691,1013.6383270659837,27.7,52.146153846153844,25.133333333333333,0.02548874671832386,278.8415067519545,275.87636774153907
21,2018,3,C,10000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,1,0,0,0,0,0,1,38.6192,-120.7698,Tuolumne,2221,31613.0,0.9976923076923078,52.08384615384615,163.84615384615384,14.086002592307691,1013.6383270659837,27.7,52.146153846153844,25.133333333333333,0.18386746832882858,24.487618190004504,275.87636774153907
21,2018,3,C,10000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,1,0,0,0,0,0,1,38.6192,-120.7698,Yuba,632,28667.0,0.9976923076923078,52.08384615384615,163.84615384615384,14.086002592307691,1013.6383270659837,27.7,52.146153846153844,25.133333333333333,0.12893742666683858,122.71677215189874,275.87636774153907
21,2018,3,Z,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,1,0,0,0,0,0,1,38.7829,-120.3423,Alpine,738,1778.0,0.8159183673469387,31.95591836734694,186.15384615384616,8.19044649375,1009.4863636363636,78.2,37.447755102040816,48.0,0.0009182736455463728,1.475609756097561,287.523122628065
21,2018,3,Z,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,1,0,0,0,0,0,1,38.7829,-120.3423,Amador,595,18452.0,0.8159183673469387,31.95591836734694,186.15384615384616,8.19044649375,1009.4863636363636,78.2,37.447755102040816,48.0,2.537749016622256e-05,66.22689075630252,287.523122628065
21,2018,3,Z,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,1,0,0,0,0,0,1,38.7829,-120.3423,Calaveras,1020,28063.0,0.8159183673469387,31.95591836734694,186.15384615384616,8.19044649375,1009.4863636363636,78.2,37.447755102040816,48.0,2.1882795745984508e-05,44.80196078431373,287.523122628065
21,2018,3,Z,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,1,0,0,0,0,0,1,38.7829,-120.3423,El Dorado,1708,91119.0,0.8159183673469387,31.95591836734694,186.15384615384616,8.19044649375,1009.4863636363636,78.2,37.447755102040816,48.0,5.2425738940790374e-06,111.67798594847775,287.523122628065
21,2018,3,Z,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,1,0,0,0,0,0,1,38.7829,-120.3423,Nevada,958,54266.0,0.8159183673469387,31.95591836734694,186.15384615384616,8.19044649375,1009.4863636363636,78.2,37.447755102040816,48.0,1.0049443260843349e-05,103.8705636743215,287.523122628065
21,2018,3,Z,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,1,0,0,0,0,0,1,38.7829,-120.3423,Placer,1407,167085.0,0.8159183673469387,31.95591836734694,186.15384615384616,8.19044649375,1009.4863636363636,78.2,37.447755102040816,48.0,2.548874671832386e-06,278.8415067519545,287.523122628065
21,2018,3,Z,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,1,0,0,0,0,0,1,38.7829,-120.3423,Sierra,953,2361.0,0.8159183673469387,31.95591836734694,186.15384615384616,8.19044649375,1009.4863636363636,78.2,37.447755102040816,48.0,0.000333667000333667,3.1448058761804827,287.523122628065
21,2018,3,Z,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,1,0,0,0,0,0,1,38.7829,-120.3423,Tuolumne,2221,31613.0,0.8159183673469387,31.95591836734694,186.15384615384616,8.19044649375,1009.4863636363636,78.2,37.447755102040816,48.0,1.838674683288286e-05,24.487618190004504,287.523122628065
21,2018,3,Z,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,1,0,0,0,0,0,1,38.7829,-120.3423,Yuba,632,28667.0,0.8159183673469387,31.95591836734694,186.15384615384616,8.19044649375,1009.4863636363636,78.2,37.447755102040816,48.0,1.2893742666683859e-05,122.71677215189874,287.523122628065
22,2018,3,C,1000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,20,0,0,0,0,0,1,0,0,38.9779,-122.7022,Lake,1255,34714.0,0.7029137583039907,36.54488034031039,170.33273633198536,8.73232136034264,1013.6383270659837,0.0,48.46658161973683,123.26666666666667,15.54798886763997,51.24860557768924,321.63885163484713
13,2018,3,C,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,1,0,38.6268,-121.5625,Amador,595,18452.0,0.872,53.156,203.33333333333334,12.804385073333336,1011.8333333333334,14.9,57.008,14.0,2.537749016622256e-05,66.22689075630252,281.07957238514336
13,2018,3,C,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,1,0,38.6268,-121.5625,El Dorado,1708,91119.0,0.872,53.156,203.33333333333334,12.804385073333336,1011.8333333333334,14.9,57.008,14.0,5.2425738940790374e-06,111.67798594847775,281.07957238514336
13,2018,3,C,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,1,0,38.6268,-121.5625,Placer,1407,167085.0,0.872,53.156,203.33333333333334,12.804385073333336,1011.8333333333334,14.9,57.008,14.0,2.548874671832386e-06,278.8415067519545,281.07957238514336
13,2018,3,C,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,1,0,38.6268,-121.5625,Sacramento,965,574375.0,0.872,53.156,203.33333333333334,12.804385073333336,1011.8333333333334,14.9,57.008,14.0,6.498798372180984e-07,1594.5554404145078,281.07957238514336
13,2018,3,C,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,1,0,38.6268,-121.5625,Solano,822,158818.0,0.872,53.156,203.33333333333334,12.804385073333336,1011.8333333333334,14.9,57.008,14.0,2.243535812440406e-06,542.2445255474453,281.07957238514336
13,2018,3,C,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,1,0,38.6268,-121.5625,Sutter,603,34484.0,0.872,53.156,203.33333333333334,12.804385073333336,1011.8333333333334,14.9,57.008,14.0,1.0379042637107153e-05,159.7810945273632,281.07957238514336
13,2018,3,C,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,1,0,38.6268,-121.5625,Yolo,1013,78496.0,0.872,53.156,203.33333333333334,12.804385073333336,1011.8333333333334,14.9,57.008,14.0,4.543017835888023e-06,217.29318854886475,281.07957238514336
16,2018,3,Z,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,1,0,0,0,1,0,0,38.9481,-119.9683,Alpine,738,1778.0,0.7908333333333333,20.982499999999998,191.25,10.827389675000001,1010.0999999999999,3.5999999999999996,26.794999999999998,23.416666666666668,0.0009182736455463728,1.475609756097561,300.73336894754556
16,2018,3,Z,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,1,0,0,0,1,0,0,38.9481,-119.9683,El Dorado,1708,91119.0,0.7908333333333333,20.982499999999998,191.25,10.827389675000001,1010.0999999999999,3.5999999999999996,26.794999999999998,23.416666666666668,5.2425738940790374e-06,111.67798594847775,300.73336894754556
16,2018,3,Z,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,1,0,0,0,1,0,0,38.9481,-119.9683,Nevada,958,54266.0,0.7908333333333333,20.982499999999998,191.25,10.827389675000001,1010.0999999999999,3.5999999999999996,26.794999999999998,23.416666666666668,1.0049443260843349e-05,103.8705636743215,300.73336894754556
16,2018,3,Z,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,1,0,0,0,1,0,0,38.9481,-119.9683,Placer,1407,167085.0,0.7908333333333333,20.982499999999998,191.25,10.827389675000001,1010.0999999999999,3.5999999999999996,26.794999999999998,23.416666666666668,2.548874671832386e-06,278.8415067519545,300.73336894754556
15,2018,3,Z,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,1,0,0,0,0,0,1,40.466,-120.5471,Lassen,4541,12775.0,0.784888888888889,29.148,263.7837837837838,5.329982355555556,1013.6383270659837,0.0,35.56,44.416666666666664,3.266052648768698e-05,6.742567716362035,403.403757439978
